Keyword;Avg. monthly searches;Cambio en los últimos tres meses;Cambio interanual;Competition;Competition (indexed value);Top of page bid (low range);Top of page bid (high range);In account?;Searches: Nov 2023;Searches: Dec 2023;Searches: Jan 2024;Searches: Feb 2024;Searches: Mar 2024;Searches: Apr 2024;Searches: May 2024;Searches: Jun 2024;Searches: Jul 2024;Searches: Aug 2024;Searches: Sep 2024;Searches: Oct 2024;Searches: Nov 2024
indemnización por pérdida de un dedo;10;"""";0%;Alto;100;;;;10;0;0;0;0;0;0;0;10;0;0;0;10
indemnizacion por perdida de falange en accidente laboral;10;-100%;-100%;Desconocido;;;;;10;10;0;0;0;10;0;0;0;0;10;10;0
indemnizacion por perdida de capacidad laboral;10;0%;-100%;Desconocido;;;;;10;10;10;0;10;10;0;10;10;10;0;0;0
indemnizacion por perdida capacidad laboral;10;0%;-100%;Desconocido;;;;;10;0;0;0;0;0;0;0;0;0;0;0;0
indemnizacion por perder un dedo en el trabajo;10;0%;"""";Bajo;0;;;;0;0;0;10;10;10;10;0;0;0;10;10;10
indemnización por perder un dedo;10;"""";0%;Medio;57;;;;10;10;0;0;10;10;10;0;10;0;0;0;10
indemnización por muerte trabajador accidente laboral;10;0%;0%;Alto;67;;;;10;10;0;10;10;10;10;0;0;10;10;10;10
indemnización por muerte laboral;10;0%;0%;Bajo;14;;;;10;10;10;0;10;10;10;10;0;10;10;10;10
indemnización por muerte en el trabajo;10;0%;0%;Medio;57;;;;10;10;10;10;10;10;10;10;10;0;10;10;10
indemnización por muerte del trabajador en accidente de trabajo;10;0%;0%;Bajo;14;;;;10;10;10;10;10;10;10;10;10;0;10;0;10
indemnizacion por muerte accidente laboral;10;0%;0%;Bajo;14;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
abogados especialistas en accidentes laborales;10;-50%;0%;Alto;74;$328,30;2739,92;Y;10;10;20;10;10;10;10;10;10;50;20;10;10
indemnización por material osteosíntesis;10;0%;0%;Desconocido;;;;;0;0;10;10;0;0;0;0;10;0;0;10;0
abogados casos laborales;10;-100%;0%;Desconocido;;;;Y;0;10;0;10;10;0;10;0;0;10;10;0;0
indemnización por lesiones;10;0%;0%;Medio;33;;;;10;10;0;10;10;10;10;10;10;10;10;10;10
indemnización por invalidez permanente;10;0%;0%;Bajo;10;;;;10;10;10;10;10;10;10;10;0;10;10;10;10
indemnización por invalidez del trabajador;10;0%;0%;Medio;37;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
indemnización por hueso roto;10;0%;0%;Bajo;0;;;;10;0;0;0;0;0;0;10;0;10;10;0;10
indemnización por hernia discal;10;0%;0%;Bajo;14;;;;10;0;0;10;10;10;10;10;10;10;10;10;10
indemnización por fallecimiento en accidente laboral;10;0%;-100%;Desconocido;;;;;10;10;10;10;10;10;0;10;10;10;0;10;0
indemnizacion por enfermedad profesional argentina;10;100%;100%;Alto;86;$65,50;165,34;;10;10;10;10;10;10;10;10;10;10;10;10;20
indemnización por despido justificado;10;0%;0%;Medio;54;$55,39;224,64;;10;10;10;10;10;10;10;10;10;10;10;20;10
indemnización por despido doble;10;0%;0%;Bajo;29;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
indemnización por dedo pulgar;10;0%;0%;Alto;76;$41,14;139,14;;10;10;10;10;0;10;10;10;10;10;10;10;10
indemnización por corte de dedo;10;0%;0%;Bajo;12;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
indemnización por baja laboral;10;"""";0%;Alto;100;;;;10;10;0;0;10;10;10;10;10;10;0;10;10
indemnizacion por amputacion dedo accidente laboral;10;0%;"""";Medio;50;;;;0;0;0;10;0;0;0;0;10;10;10;10;10
indemnizacion por amputacion de dedos;10;"""";0%;Medio;50;;;;10;10;0;10;0;10;0;0;10;10;0;0;10
indemnización por accidente laboral baremo;10;0%;-100%;Desconocido;;;;;10;0;10;0;0;0;0;0;0;0;0;0;0
indemnización por accidente laboral 2020;10;0%;0%;Desconocido;;;;;0;0;10;0;0;0;0;0;0;0;0;0;0
indemnización por accidente de trayecto;10;0%;0%;Desconocido;;;;;0;10;0;0;0;0;0;0;0;0;0;0;0
indemnización por 3 meses de trabajo;10;0%;0%;Medio;48;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
indemnización permanente parcial;10;"""";"""";Bajo;0;;;;0;10;0;10;10;0;10;10;10;10;0;0;10
indemnización parcial;10;0%;0%;Bajo;26;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
indemnización muerte accidente laboral;10;0%;0%;Bajo;0;;;;10;10;10;10;10;10;0;0;10;10;10;0;10
indemnizacion lesiones;10;0%;-100%;Desconocido;;;;;10;10;0;10;0;10;0;0;10;0;0;0;0
indemnización laboral que es;10;0%;0%;Bajo;0;;;;10;10;0;10;10;10;10;10;10;10;10;10;10
indemnización laboral por despido injustificado;10;∞;0%;Alto;86;;;;10;0;0;0;10;0;10;10;0;10;0;10;10
indemnización en seguros;10;0%;-50%;Bajo;10;;;;20;10;10;10;10;10;10;10;10;10;10;10;10
indemnización en caso de despido;10;0%;0%;Medio;36;;;;10;10;10;10;0;10;10;10;0;10;10;10;10
indemnización despido justificado;10;0%;-100%;Desconocido;;;;;10;0;0;0;0;0;0;10;0;0;0;0;0
indemnización de trabajo;10;0%;-50%;Medio;50;$3,88;204,98;;20;20;10;10;10;20;20;10;10;10;10;10;10
indemnización de trabajadores;10;0%;-50%;Medio;50;$3,88;204,98;;20;20;10;10;10;20;20;10;10;10;10;10;10
indemnización de seguros;10;0%;0%;Bajo;25;;;;10;10;10;10;10;10;10;10;10;0;10;10;10
indemnizacion de seguros;10;0%;0%;Bajo;25;;;;10;10;10;10;10;10;10;10;10;0;10;10;10
indemnización de despido;10;0%;0%;Medio;51;$105,43;358,86;;10;10;10;10;10;20;20;10;10;20;10;10;10
indemnizacion accidente transito;10;0%;-50%;Alto;76;$118,06;478,14;;20;20;10;20;20;10;10;10;10;10;10;10;10
indemnizacion accidente;10;0%;0%;Bajo;14;;;;10;10;10;0;10;10;10;10;10;10;10;10;10
indemniza abogados;10;∞;∞;Alto;71;;;;0;10;10;10;0;0;10;10;10;10;0;0;10
incapacidades por riesgos de trabajo;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;10;0;0;0
incapacidad por tendinitis;10;0%;0%;Bajo;29;;;;10;0;0;10;10;10;0;10;10;10;10;10;10
incapacidad por manguito rotador;10;0%;0%;Medio;36;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
incapacidad por accidente no laboral;10;0%;0%;Desconocido;;;;;0;0;10;10;10;10;0;0;0;0;0;0;0
incapacidad por accidente laboral como se paga;10;0%;-100%;Desconocido;;;;;10;0;10;0;10;0;0;0;10;10;0;0;0
incapacidad por accidente laboral;10;0%;0%;Bajo;24;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
incapacidad por accidente de trabajo;10;100%;100%;Medio;45;$40,42;284,51;;10;10;10;10;10;10;10;10;20;10;10;10;20
incapacidad por accidente;10;-100%;-100%;Desconocido;;;;;10;10;0;0;10;10;10;10;0;10;10;0;0
incapacidad permanente por accidente laboral;10;-100%;-100%;Desconocido;;;;;10;0;0;0;10;10;10;10;10;0;10;10;0
incapacidad no laboral;10;"""";"""";Bajo;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;10
incapacidad laboral por accidente de trabajo;10;0%;0%;Medio;57;;;;10;10;10;10;10;0;10;10;10;0;10;0;10
incapacidad laboral en argentina;10;0%;0%;Alto;68;$59,62;103,36;;10;10;10;10;10;10;10;10;20;10;10;10;10
incapacidad del trabajador;10;100%;100%;Bajo;11;;;;10;10;0;10;10;10;20;10;10;10;10;20;20
incapacidad accidente de transito;10;0%;0%;Bajo;20;;;;10;10;10;20;10;10;10;10;10;10;10;10;10
in itinere accidente laboral;10;0%;0%;Medio;51;;;;10;10;0;0;0;0;10;0;0;10;10;10;10
in itinere accidente de trabajo;10;-100%;0%;Desconocido;;;;;0;10;10;10;0;10;10;10;10;0;10;0;0
honorarios abogados srt;10;-50%;0%;Bajo;0;;;;10;10;10;10;10;10;10;10;10;10;20;10;10
honorarios abogados accidente de trabajo;10;∞;0%;Alto;71;;;;10;10;0;0;10;10;0;0;0;10;0;0;10
honorarios abogado herencia;10;0%;-100%;Desconocido;;;;;10;10;0;10;10;0;0;0;10;0;0;10;0
hernia en el cuello cervical;10;"""";0%;Bajo;4;;;;10;10;10;10;10;10;10;10;10;10;0;10;10
hernia en cadera;10;-50%;0%;Bajo;8;;;;10;10;10;10;10;10;10;10;10;10;20;10;10
hernia discal tipo protrusion;10;0%;0%;Desconocido;;;;;0;0;0;10;10;10;0;0;10;0;0;0;0
hernia discal lumbar que es;10;0%;0%;Bajo;17;;;;10;10;10;10;10;10;10;0;10;10;10;10;10
hernia discal lumbar porque se produce;10;0%;0%;Bajo;14;;;;10;0;0;10;0;0;10;10;0;10;10;0;10
hernia discal l5 y s1;10;0%;"""";Bajo;26;;;;0;10;10;10;10;0;0;10;10;10;10;10;10
hernia discal espalda baja;10;0%;0%;Bajo;0;;;;10;0;10;10;10;10;10;10;10;10;10;10;10
hernia discal adormecimiento piernas;10;-100%;-100%;Desconocido;;;;;10;10;10;10;0;10;10;10;10;10;10;10;0
hernia de disco sacro lumbar tratamiento;10;0%;0%;Medio;57;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
hernia 4 y 5 vertebra;10;100%;100%;Bajo;27;;;;10;10;10;10;10;10;10;10;10;10;10;0;20
herencia por fallecimiento;10;0%;0%;Medio;37;;;;10;10;10;20;10;10;20;10;10;10;10;10;10
gestion de abogados;10;-100%;0%;Desconocido;;;;;0;0;0;10;10;0;0;0;10;10;10;0;0
gestion accidentes;10;0%;0%;Bajo;0;;;;10;10;0;0;10;0;0;10;0;0;10;10;10
gestion abogados;10;0%;0%;Alto;86;;;;10;0;0;10;10;10;10;10;10;10;10;10;10
fx tibia y perone;10;0%;0%;Bajo;4;;;;10;10;10;10;10;10;10;10;10;10;10;20;10
fx tibia;10;-50%;0%;Bajo;0;;;;10;10;10;10;10;10;10;10;10;10;20;10;10
fx perone;10;0%;-50%;Bajo;1;;;;20;10;10;10;20;20;10;10;20;20;10;10;10
fx de tibia y perone;10;0%;0%;Bajo;0;;;;10;20;10;10;10;10;10;10;10;10;10;10;10
fx de tibia;10;0%;0%;Bajo;0;;;;10;20;10;10;20;10;20;10;10;10;10;20;10
fractura peroné distal;10;100%;100%;Bajo;5;;;;10;70;10;20;20;10;10;10;10;20;10;10;20
fractura no desplazada de perone;10;0%;0%;Bajo;5;;;;10;0;10;10;10;10;10;10;0;10;10;10;10
fractura del perone solamente;10;"""";0%;Bajo;0;;;;10;10;10;0;0;0;0;0;0;10;0;10;10
fractura de tibia y perone recuperacion tiempo;10;"""";0%;Medio;36;;;;10;0;10;10;10;10;10;10;10;10;0;10;10
fractura de tibia no desplazada;10;"""";100%;Bajo;27;$40,84;76,58;;10;10;10;0;10;10;10;10;0;10;0;10;20
fractura de canilla;10;100%;100%;Bajo;1;;;;10;10;10;10;10;10;10;10;10;10;10;20;20
formula para calcular indemnizacion por accidente trabajo;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
fórmula para calcular indemnización por accidente de tránsito argentina;10;"""";0%;Medio;57;;;;10;10;10;10;10;10;10;0;10;10;0;10;10
fórmula para calcular indemnización por accidente de tránsito;10;0%;-100%;Desconocido;;;;;10;0;10;0;0;0;0;0;0;0;0;0;0
formula para calcular incapacidad laboral;10;0%;-50%;Bajo;10;;;;20;10;10;10;20;10;10;10;10;10;10;10;10
formas de despido laboral;10;0%;-50%;Medio;43;;;;20;10;10;10;10;10;10;10;10;10;10;10;10
formas de despido;10;0%;0%;Bajo;11;;;;10;10;10;10;10;10;10;10;10;10;10;20;10
fisura en disco lumbar;10;0%;0%;Bajo;31;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
fisura de perone sin desplazamiento;10;0%;-50%;Bajo;2;;;;20;10;10;10;10;10;10;20;10;10;10;20;10
firmar despido;10;0%;0%;Desconocido;;;;;0;10;0;0;10;0;0;10;0;10;0;10;0
finiquito de trabajo por despido;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;10;0;0;0
expertos laborales;10;0%;-100%;Desconocido;;;;;10;0;0;0;0;0;0;0;0;10;0;0;0
experiencias de abogados;10;0%;∞;Bajo;0;;;;0;10;0;0;10;0;0;10;0;0;10;10;10
experiencia de un abogado;10;∞;0%;Bajo;20;;;;10;10;0;0;10;10;10;10;0;10;0;10;10
estudios juridicos importantes capital federal;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;10;0;0;0;0;0;0
estudios abogados argentina;10;0%;0%;Medio;54;;;;10;10;10;10;10;10;10;30;10;10;10;10;10
estudio para abogado;10;∞;0%;Alto;90;;;;10;10;10;10;0;10;10;10;10;10;0;10;10
estudio juridico microcentro;10;200%;200%;Bajo;26;$205,21;488,29;;10;10;10;10;10;10;10;10;10;50;10;10;30
estudio juridico mas importante de argentina;10;0%;∞;Alto;86;;;;0;10;10;10;10;10;10;10;10;10;10;10;10
estudio juridico legal;10;0%;0%;Medio;43;;;;10;0;10;10;0;10;10;10;0;0;10;10;10
estudio juridico laboral la plata;10;0%;0%;Alto;76;;;;10;10;10;10;0;10;10;10;10;0;10;10;10
estudio juridico derecho laboral;10;0%;-50%;Alto;69;$257,29;1040,54;;20;10;20;10;10;20;30;10;10;10;10;10;10
estudio juridico capital;10;0%;0%;Alto;80;$95,10;323,94;;10;10;20;10;10;20;10;10;10;10;10;10;10
estudio juridico abogados asociados;10;0%;0%;Bajo;21;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
estudio judicial;10;0%;0%;Medio;57;$257,60;488,37;;10;10;10;10;10;0;10;10;10;10;10;10;10
estudio derecho laboral;10;0%;0%;Alto;79;$234,11;598,77;;10;10;0;10;10;10;10;10;10;10;10;10;10
estudio de abogados laboralistas;10;∞;0%;Alto;100;;;;10;10;0;0;10;10;10;10;0;0;0;10;10
estudio de abogados buenos aires;10;0%;0%;Alto;97;$159,66;351,77;;10;10;10;20;10;10;10;10;10;10;10;10;10
estudio abogados buenos aires;10;0%;-50%;Alto;74;;;;20;50;20;10;10;20;20;10;20;10;10;10;10
especialistas legales;10;0%;0%;Bajo;0;;;;10;0;10;10;10;0;0;10;0;0;10;10;10
especialistas en derecho laboral;10;0%;0%;Alto;86;$235,80;582,01;;10;20;10;20;20;10;10;10;10;10;10;10;10
especialista laboral;10;∞;∞;Bajo;0;;;;0;0;0;10;10;0;10;0;10;0;0;0;10
especialista juridico;10;-100%;0%;Desconocido;;;;;0;0;0;0;10;0;0;10;10;0;10;0;0
especialista derecho laboral;10;-100%;-100%;Desconocido;;;;;10;10;10;10;10;10;10;10;10;10;10;10;0
escritorio juridico;10;100%;100%;Bajo;3;;;;10;10;10;10;20;10;10;10;50;30;10;10;20
es un derecho laboral;10;0%;0%;Desconocido;;;;;0;0;0;10;0;10;10;10;10;0;0;0;0
accidentes laborales abogados;10;0%;0%;Alto;68;;;Y;10;10;10;10;10;10;10;10;10;20;10;10;10
es un accidente de trabajo;10;-100%;-100%;Desconocido;;;;;10;0;0;0;0;0;10;10;10;10;10;10;0
es el derecho laboral;10;-100%;-100%;Desconocido;;;;;10;10;10;0;10;10;10;10;0;10;10;10;0
es accidente de trabajo;10;-100%;-100%;Desconocido;;;;;10;0;10;0;10;10;0;0;10;0;10;0;0
equipo legal;10;0%;0%;Bajo;10;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
equipo de abogados;10;0%;0%;Bajo;2;;;;10;20;10;10;10;20;10;10;10;20;10;10;10
equipo abogados;10;∞;0%;Medio;33;;;;10;0;0;0;0;0;10;0;10;10;0;10;10
enfermedades que cubre art provincia;10;0%;0%;Alto;67;;;;10;10;10;10;20;10;10;10;10;10;10;10;10
enfermedad profesional srt;10;0%;-67%;Medio;38;$66,46;174,81;;30;10;10;10;20;20;20;10;10;10;10;10;10
enfermedad laboral indemnizacion;10;0%;0%;Medio;64;$36,34;132,37;;10;10;10;10;10;10;10;10;10;10;10;10;10
en un accidente laboral quien paga la indemnizacion;10;0%;0%;Alto;68;$56,47;293,24;;10;10;10;0;10;0;0;0;10;10;10;10;10
en un accidente de trabajo quien paga la incapacidad;10;0%;-100%;Desconocido;;;;;10;0;0;0;10;0;10;10;0;10;0;0;0
en caso de accidente laboral que se debe hacer;10;0%;0%;Medio;38;;;;10;10;0;0;10;10;10;10;10;10;10;10;10
en caso de accidente laboral;10;0%;0%;Medio;50;$30,73;77,6;;10;10;10;0;0;0;10;0;10;10;10;10;10
en caso de accidente de trabajo que se debe hacer;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;10;0;0;0
en caso de accidente de trabajo que debo hacer;10;0%;0%;Medio;57;;;;10;10;10;10;10;10;0;10;0;0;10;10;10
en caso de accidente de trabajo;10;0%;0%;Alto;86;;;;10;0;10;0;0;10;0;10;0;10;10;0;10
empresa judicial;10;0%;∞;Bajo;0;;;;0;10;10;0;0;10;0;10;0;0;10;0;10
empleador sin art;10;0%;-50%;Bajo;4;;;;20;10;10;10;10;30;10;10;10;10;10;10;10
elementos del accidente de trabajo;10;0%;∞;Bajo;0;;;;0;10;0;10;10;10;10;10;10;10;10;10;10
el salario de un abogado;10;-100%;-100%;Desconocido;;;;;10;0;0;0;10;10;0;0;0;0;10;10;0
el mejor abogado laboralista;10;0%;∞;Alto;76;;;;0;0;10;0;10;10;10;10;10;10;10;0;10
el mejor abogado;10;0%;0%;Medio;45;$98,86;241,06;;10;10;10;10;10;10;10;10;10;10;10;10;10
el despido justificado;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
el despido injustificado;10;0%;0%;Bajo;0;;;;10;0;0;10;10;10;10;10;0;10;10;0;10
el accidente in itinere se considera accidente laboral;10;0%;0%;Bajo;0;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
el accidente in itinere;10;0%;0%;Bajo;29;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
el accidente de trabajo es;10;0%;0%;Bajo;5;;;;10;10;10;0;10;0;10;10;0;0;10;10;10
el accidente de trabajo;10;0%;"""";Medio;43;;;;0;10;0;0;10;10;0;10;10;10;10;10;10
el abogado online;10;∞;∞;Bajo;14;;;;0;10;0;0;10;10;0;0;0;0;0;10;10
el abogado laboralista;10;0%;0%;Desconocido;;;;;0;10;10;0;10;0;10;0;10;10;0;0;0
el abogado en argentina;10;0%;0%;Bajo;14;;;;10;0;10;10;0;10;0;0;10;50;10;0;10
ejemplos de despido justificado;10;0%;0%;Bajo;18;;;;10;10;10;0;0;10;10;10;10;10;10;10;10
ejemplos de accidentes de trabajo por causa y por ocasión;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
ejemplo de un accidente laboral en una empresa;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
ejemplo de demanda laboral por accidente de trabajo;10;-100%;-100%;Desconocido;;;;;10;0;0;0;0;0;10;10;0;0;10;10;0
diferencias entre enfermedad laboral y accidente de trabajo;10;0%;0%;Bajo;6;;;;10;10;10;10;10;10;10;10;10;10;10;0;10
diferencias entre accidente de trabajo y enfermedad laboral;10;0%;0%;Bajo;0;;;;10;10;0;0;10;10;10;10;10;10;10;0;10
diferencia accidente laboral y no laboral;10;0%;0%;Bajo;0;;;;10;10;10;0;0;0;0;10;0;0;10;10;10
despidos justificados;10;0%;0%;Medio;45;$102,29;199,78;;10;10;10;10;10;20;10;10;10;10;10;10;10
despidos indirectos;10;0%;0%;Medio;34;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
despido sin motivo;10;-100%;-100%;Desconocido;;;;;10;10;10;10;10;10;10;10;10;10;10;10;0
despido sin contrato;10;-100%;0%;Desconocido;;;;;0;10;0;0;0;10;10;0;10;10;10;0;0
despido sin causa que es;10;-50%;-67%;Bajo;27;;;;30;10;0;10;10;10;10;20;10;20;20;10;10
despido que me corresponde;10;0%;0%;Medio;60;;;;10;10;10;10;10;10;10;10;10;0;10;10;10
despido que es;10;0%;0%;Bajo;10;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
despido por whatsapp;10;0%;0%;Bajo;21;;;;10;10;10;10;10;10;10;20;10;10;10;10;10
despido por telefono;10;-100%;-100%;Desconocido;;;;;10;10;10;10;10;10;0;10;10;10;10;0;0
despido por indemnizacion;10;0%;0%;Medio;43;;;;10;10;10;0;10;10;10;10;10;10;10;10;10
despido por incumplimiento de trabajo;10;0%;-100%;Desconocido;;;;;10;0;0;0;10;0;0;0;0;0;0;0;0
despido por incumplimiento de contrato;10;∞;0%;Bajo;14;;;;10;10;10;10;10;10;0;10;10;10;0;0;10
despido por falta;10;0%;0%;Bajo;14;;;;10;10;10;10;10;0;10;10;10;10;10;10;10
despido por causa justificada;10;100%;100%;Bajo;28;$3,95;115,48;;10;10;10;0;10;10;10;10;10;10;10;10;20
despido por accidente laboral;10;0%;-50%;Bajo;11;;;;20;10;20;10;10;10;20;10;10;10;10;10;10
despido por accidente de trabajo;10;0%;0%;Medio;43;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
despido por abandono laboral;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;10;0;0;0;0;10;0
despido por;10;100%;100%;Bajo;26;$98,80;245,06;;10;20;10;10;10;10;10;10;20;20;10;20;20
despido no justificado;10;0%;0%;Medio;43;;;;10;10;10;10;10;10;0;10;10;0;10;10;10
despido laboral pdf;10;0%;0%;Bajo;4;;;;10;0;10;10;0;10;10;10;10;0;10;0;10
despido laboral justificado;10;0%;∞;Medio;64;;;;0;10;10;10;0;10;10;10;10;10;10;10;10
despido laboral injustificado;10;0%;0%;Medio;39;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
despido laboral indemnizacion;10;0%;0%;Medio;43;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
despido laboral definicion;10;0%;0%;Bajo;7;;;;10;10;0;10;10;10;10;10;10;10;10;10;10
despido justificado que es;10;-100%;0%;Desconocido;;;;;0;0;0;0;10;0;0;0;10;0;10;0;0
despido justificado ejemplo;10;0%;0%;Bajo;29;;;;10;10;10;10;10;10;10;0;0;0;10;10;10
despido justificado causas;10;0%;0%;Bajo;0;;;;10;10;10;0;10;10;0;10;0;10;10;0;10
despido inmediato;10;0%;∞;Bajo;21;;;;0;10;10;10;10;0;10;10;0;10;10;10;10
despido injusto del trabajo;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;10;0;0;0
despido injustificado y justificado;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
despido injustificado abogados;10;∞;∞;Alto;86;;;;0;10;0;0;10;0;0;0;0;0;0;0;10
despido indirecto injustificado;10;0%;0%;Bajo;20;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
despido directo justificado;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;10;0;0;0;0;0;0
despido directo injustificado;10;0%;0%;Bajo;0;;;;10;10;0;0;10;10;10;0;10;0;10;10;10
despido de trabajo injustificado;10;0%;-100%;Desconocido;;;;;10;10;10;0;10;10;10;10;10;10;0;0;0
despido de;10;0%;∞;Bajo;14;;;;0;10;10;10;10;10;10;10;10;10;10;10;10
despacho laboralista;10;0%;0%;Medio;50;;;;10;10;10;0;0;10;0;10;0;10;10;10;10
despacho abogados laboralistas;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
despacho abogados laboral;10;0%;0%;Desconocido;;;;;0;0;0;0;0;10;0;0;0;0;0;0;0
despacho abogados cordoba;10;0%;0%;Desconocido;;;;;0;0;10;0;0;0;10;10;0;0;0;10;0
derechos por despido justificado;10;-100%;0%;Desconocido;;;;;0;0;10;0;0;0;0;0;0;0;10;0;0
derechos por despido injustificado;10;0%;0%;Medio;57;;;;10;10;10;10;0;10;10;10;10;0;10;10;10
derechos por despido;10;0%;∞;Alto;86;;;;0;0;0;10;10;10;10;0;10;10;10;0;10
derechos después de un accidente laboral;10;"""";0%;Alto;69;;;;10;10;10;10;10;10;10;10;10;10;0;10;10
derechos del trabajador por despido justificado;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
derechos del trabajador despedido;10;∞;∞;Medio;57;;;;0;10;10;10;10;10;10;10;10;10;0;0;10
derechos del trabajador cuando lo despiden;10;∞;0%;Alto;71;;;;10;10;0;0;10;10;10;10;0;10;0;0;10
derecho laboral trabajador;10;0%;0%;Bajo;19;;;;10;10;10;0;10;10;0;10;10;10;10;10;10
derecho laboral estudio juridico;10;0%;-50%;Medio;39;;;;20;10;10;20;10;10;10;10;10;10;10;10;10
derecho laboral despido injustificado;10;0%;0%;Medio;38;;;;10;0;10;10;10;10;20;10;10;10;10;10;10
derecho laboral despido;10;0%;0%;Medio;57;$77,08;220,33;;10;20;10;10;10;10;10;10;10;10;10;10;10
derecho laboral derechos;10;0%;-100%;Desconocido;;;;;10;0;0;0;10;10;0;10;0;0;0;10;0
derecho laboral abogado;10;0%;-50%;Alto;71;$74,86;750,68;;20;10;20;30;30;10;20;20;10;10;10;10;10
derecho de los abogados;10;0%;0%;Bajo;5;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
derecho de indemnización;10;0%;-50%;Medio;37;$88,95;245,51;;20;20;10;10;10;10;10;10;0;10;10;10;10
derecho a indemnización por despido;10;0%;0%;Bajo;29;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
denuncia por enfermedad profesional;10;-50%;-67%;Bajo;26;;;;30;10;10;10;10;10;10;10;10;10;20;10;10
denuncia por accidente laboral;10;0%;0%;Medio;51;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
denuncia por accidente de trabajo;10;0%;0%;Medio;43;;;;10;10;0;0;10;10;10;0;10;10;10;10;10
denuncia enfermedad profesional art modelo;10;"""";0%;Bajo;14;;;;10;0;10;10;0;10;0;10;10;10;0;10;10
denuncia de accidente laboral;10;0%;0%;Bajo;10;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
denuncia accidente laboral;10;100%;100%;Medio;47;$66,86;262,91;;10;10;10;20;10;20;10;30;20;10;10;20;20
demanda por riesgo de trabajo;10;"""";0%;Alto;86;;;;10;0;0;0;10;0;10;0;0;10;0;0;10
demanda por muerte en accidente de trabajo;10;0%;-100%;Desconocido;;;;;10;10;10;0;10;10;10;0;10;0;0;10;0
demanda por enfermedad profesional;10;0%;0%;Bajo;24;;;;10;10;10;10;20;10;10;10;10;10;10;10;10
demanda por accidente laboral;10;0%;0%;Medio;52;$69,66;1036,93;;10;10;10;10;10;10;20;20;10;10;10;10;10
demanda por accidente de trabajo;10;100%;100%;Bajo;20;$48,80;240,72;;10;10;10;10;20;10;10;10;10;10;10;10;20
demanda laboral por riesgo de trabajo;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;10;0;0;0
demanda laboral por accidente de trabajo;10;0%;0%;Medio;62;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
demanda de riesgo de trabajo;10;0%;0%;Desconocido;;;;;0;0;0;10;0;0;0;0;0;0;0;0;0
demanda de accidente de trabajo;10;0%;0%;Medio;54;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
demanda civil por accidente de trabajo;10;0%;0%;Bajo;29;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
demanda accidente laboral;10;"""";0%;Bajo;29;;;;10;10;10;10;10;10;10;10;10;10;0;10;10
demanda a art por enfermedad profesional;10;0%;-50%;Alto;69;$71,34;238,51;;20;10;20;20;10;20;20;20;10;10;10;10;10
del derecho laboral;10;0%;-100%;Desconocido;;;;;10;0;0;0;10;10;10;0;0;0;0;10;0
